novel_author,novel_introduction,novel_name,novel_redu,novel_shoucang,novel_startdate,novel_status,novel_tag,novel_updatedate,novel_url,novel_zishu 
阿姜,"  整个世界，同样的人，同样的事，都在不断地轮回，七日一次。
  轮回乱象引发神与人的最终对决，究竟谁是最后的胜利者。
  有生灵在宇宙中一声叹息，时空破碎，陆地崩裂，经历过1313次沉沦的世界也许将迎来终结。",七日之都的终结,3.7万,13,2018-08-08 23:58,"
                        
                            连载中                    ",幻想|治愈|同人|永远的7日之都,2018-08-22 00:50,http://www.linovel.net/book/105108.html,1.2万
花九狂徒,"白烟中飘落的红叶，水波上倒映的静影。
伸出手，只抓到一片透明。
他蹲在旁边看着，修长的指尖捏了捏指挥使的额头。
指挥使满身伤痕，像是一条溺水的鱼，紧紧抓住自己的最后一根稻草。
“你来接我了，我很高兴。”",永远的7日之都支线,1.1万,14,2018-08-11 13:02,"
                        
                            连载中                    ",战斗|治愈|同人|永远的7日之都,2018-08-22 02:06,http://www.linovel.net/book/105173.html,7804
立夏Ritsuka,"杀死龙的一定是英雄吗？
那里一定是个田园牧歌的世界吗？
身为贵族一定能过得很舒服吗？
伊德沃尔大森林的伯爵阁下对此抱有天大的异议。
伊德沃尔大森林的伯爵阁下，今天也很忙碌。
【读者吃土豆群：538039990】",您要去哪，伯爵阁下？,49.3万,434,2018-08-04 17:15,"
                        
                            连载中                    ",幻想|异界|日常|2018轻之文库创想物语大赏1st,2018-08-22 04:28,http://www.linovel.net/book/104982.html,6.3万
麻美,我一直在寻找这个世界的主角，我寻找了很久，比如亚历山大，秦始皇，拿破仑什么的……啊，都是过去式了，他们都没有成为主角的力量。我甚至一度以为自己永远找不到了。然后我在绝望之下将所有赌在了一位少年身上。这位少年成长得很快，我仿佛看到了希望。谁知道这位少年变厉害后把我一脚踹走了我……,我一直在寻找这个世界的主角,2.7万,30,2018-08-07 20:52,"
                        
                            连载中                    ",幻想|战斗|超能力,2018-08-20 02:57,http://www.linovel.net/book/105065.html,4万
风待葬,偏智斗向，晏华+指挥使视角的主线。在足以匹敌神的头脑下，时间为七天的棋局会怎样发展呢？,《绝望的棋局》,1万,8,2018-08-19 17:52,"
                        
                            连载中                    ",幻想|悬疑|永远的7日之都,2018-08-20 03:38,http://www.linovel.net/book/105345.html,3763
饮灯。,"关于菲尼克和指挥使，也关于这个没有未来的世界。

也关于每一个人。

「我们所拥有的绝不仅仅是未必来的未来。」",所谓少年,4.1万,18,2018-08-08 15:47,"
                        
                            连载中                    ",异界|治愈|同人|永远的7日之都,2018-08-20 03:46,http://www.linovel.net/book/105081.html,1.2万
火剑,"1–狂人
2–天兵
3–神将
4–巨城
5–皇骑
6–圣主
7–灵帝
由神所划分的七个阶级。
‘‘来吧,运用所有能所用的生存到最后吧,以灵帝为目标,将敌人击倒，让自身神登上「绝对神」的皇座吧。’’
神的叫声传到被召来异世界的他们的耳边。
现在作为神的棋子被操纵的青少年们拉开了互相争斗与弑神的序章。他们运用由神所恩赐的异能来存活于异世界里,直到成为灵帝为至。他们的选择会是拯救还是牺牲？
‘‘神的生存游戏,开始！’’",神的生存游戏,26.9万,137,2016-05-16 03:39,"
                        
                            连载中                    ",战斗|异界|超能力,2018-08-20 11:35,http://www.linovel.net/book/100293.html,12.7万
萝莉哪里好,本书为七日之都角色支线剧情征文，讲述了番犬妮维在指挥使和米菈的帮助下，抓捕在轻轨站附近的噪音制造者。但是在不断寻找线索的过程当中，大家发现这次事件的罪魁祸首似乎没有那么简单......,月夜下的双重弦音,1.2万,10,2018-08-20 11:54,"
                        
                            连载中                    ",幻想|超能力|同人|永远的7日之都,2018-08-20 11:56,http://www.linovel.net/book/105354.html,9317
Stonty,"大概是硬科幻系列
预计第一和第二部分是建立在宇宙单元论之中，而第三部分将会建立在宇宙多元论成立的前提下。
如果，人类在未来某天因战争而灭绝，是否有得以挽回的余地？尝试努力打破紧闭的时间循环，究竟是为了自我解脱还是为了救赎世人？
本文将涉足一个值得深思的领域，即时间存在于固定循环，但少数人能够得以保存循环前的部分记忆。如果时间出现闭节循环，而打破循环进入另外一个人类能得以延续的平行宇宙究竟有没有可能？本书第三部分主要的关键词便是“可能性” 。",时间,6.5万,62,2018-08-06 23:19,"
                        
                            连载中                    ",日常|科幻|2018轻之文库创想物语大赏1st,2018-08-20 12:35,http://www.linovel.net/book/105035.html,4748
子符,"女性精灵族旅行商人克蕾欧偶然获得了一个奇怪的“雕塑”，认为它是亵渎之物而惧怕教会惩罚的克蕾欧选择将其扔进河里，没想到它却吸干了整条河的水，变成了一个身上长着鳞片、头上长着鹿角，自称是来自东方的神明“龙”的少女。面对少女报恩的请求，克蕾欧选择将计就计，同意与少女一同旅行，于是，精灵与龙“为了成为大商人”的旅途就此展开......
【本作品基于现实的中世纪欧洲进行创作，内含一定量的真实历史事件改编以及真实历史背景改编，如有疑问，欢迎在评论区提出】",坐在桅杆上的龙,1.6万,13,2018-08-03 03:44,"
                        
                            连载中                    ",幻想|异界|百合|2018轻之文库创想物语大赏1st,2018-08-20 12:53,http://www.linovel.net/book/104953.html,2万
三原桑,"遇见了神，于是——
“Go！来旅行吧！”
被那个来找乐子的超没品神明这样说着的平夕和同伴们被拉入了异世界，在地球与异世界不断徘徊的他们，逐渐改变。
追求着幸福与快乐，追求着人性之美，但总被人性之恶带入深渊，即便如此，他们也拼命在困境中寻求微小的幸福，拼命为深渊带来光芒，拼命与不合理抗争。
对，即便那是悲剧，也要守护幸福。
然而，神会允许吗？",交错变换的世界连锁,8.7万,93,2018-07-06 13:12,"
                        
                            连载中                    ",幻想|异界|后宫,2018-08-20 14:20,http://www.linovel.net/book/104615.html,2.8万
剑胆成灰,集结了66个角色的残酷杀戮游戏。,第五杀戮,1.4万,10,2018-08-04 22:35,"
                        
                            连载中                    ",战斗|超能力|恐怖,2018-08-20 15:01,http://www.linovel.net/book/104988.html,50.6万
溺海,"22岁的失业青年遭遇了车祸，死后被召唤到了异世界，一开始就遭遇仙人跳而欠下了巨额债务，为了还债，他与两位同伴——猫和蜘蛛一起开始了迷宫攻略……
这个决定正是噩梦的开端。
",三体转生!!人与猫与蜘蛛的异世界求生史,8万,84,2018-08-11 23:11,"
                        
                            连载中                    ",异界|恐怖|悬疑|2018轻之文库创想物语大赏1st,2018-08-20 16:16,http://www.linovel.net/book/105184.html,2.2万
彡星丨尘。,"末日来临之时 一名平凡无奇的警察 在从某个世界召唤而来的三头犬以某种代价做为力量而执行着正义
文笔感人
慎入
剧本方式书写",永远的七日之都-妮维线,<1万,5,2018-08-19 16:46,"
                        
                            连载中                    ",战斗|异界|同人|永远的7日之都,2018-08-20 16:29,http://www.linovel.net/book/105344.html,6033
宇辰,"来自异世界的「闯入者」，
是否厌倦了一次又一次的轮回？
是否渴望终有一日打破这僵局？
现在，机会来了。
在霞的帮助下你找回原有的记忆，
你不再是那个一无所知的懵懂新人，
你将真正作为拥有未来之人踏上征途，
去摆脱七日轮回的宿命，
去改变交界都市的因果……

“拥有未来的先行者啊，这个世界的命运就托付给你了…”

本文指挥使：宇辰，设计的是一线四结局，从最差结局到最好依次放出，前几天的剧情是相同的，我会有所提示。还请多多指教！)
",永七·先行者,5.8万,36,2018-08-10 08:04,"
                        
                            已完结                    ",幻想|异界|超能力|永远的7日之都,2018-08-20 19:35,http://www.linovel.net/book/105147.html,2.1万
织风家的小未婚妻,"在高三第一天分班的时候，我突然收到了一条迷之音频信息，传输给了我未来八年的记忆……所以我高三的邻座童逸就是我未来的老婆嘛？而且……她现在正在和她糟糕透顶的前任绝赞发展中？
赌上我们美好的未来，为了童童这两年的幸福，绝对不能让这种事情发生！",回到高三来见你,2.4万,21,2018-08-17 17:48,"
                        
                            连载中                    ",恋爱|日常|校园|2018轻之文库创想物语大赏1st,2018-08-20 20:51,http://www.linovel.net/book/105318.html,3万
小林的梦,"不再只用男主人公这一角度来描写了，而是更多地运用于女主人公的角度，总体用多人称角度，来展现一个非常强势，非常爱男主人公的妹妹！
       更值得一提的是，等小说会让你认识一个全新的妹妹。",关于我的，妹妹与同班女同学的修罗场,14.9万,96,2018-07-19 20:58,"
                        
                            连载中                    ",恋爱|搞笑|妹控|2018轻之文库创想物语大赏1st,2018-08-20 21:01,http://www.linovel.net/book/104698.html,4.8万
Xion,"从深渊归来的少年，虽非死者，却又非生者。他即为无，被世界抛弃的存在。渴望陪伴，却又注定寂寞。拯救，或是毁灭？这世上，究竟何为正确，何为真理？自己生前，究竟是谁？故事讲诉那早已成为无的少年，寻找自我的孤独的旅程。
",深渊之记忆MemoriesOfAbyss,10.6万,98,2018-04-19 17:35,"
                        
                            连载中                    ",幻想|恐怖|悬疑,2018-08-20 23:06,http://www.linovel.net/book/104176.html,4.5万
牧牧牧牧翎,"同人小说《灼桃》的活动版，压缩到了12000字以内，剧本形式（我没写过剧本，百度了一下大概是这样？）删除了很多内容，但是基本内容没有太大的出入，做出了一些细节的修改。
剧本设定：
游戏里现存的对话剧情略
指挥使姓名：牧
三个结局
【投子】BE：目标转换后，未完成目标
【终局】HE：完成目标
【旅途】TE：触发隐藏剧情，完成所有线索。
剧情主要以HE进行，
TE的剧情有标记【TE起】【TE止】

",永七  雯梓线,1.3万,10,2018-08-20 17:40,"
                        
                            已完结                    ",同人|永远的7日之都,2018-08-20 23:24,http://www.linovel.net/book/105361.html,1.2万
Chloe暄,"指挥使中心的幽指向。另外指挥使哭包胆小鬼属性，慎入。想了想还是放到这边来了，首发LOFTER。时隔许久再次拿牺牲线开刀，剧情跟原本不同，私设众多。
",胆小鬼,<1万,3,2018-08-18 23:49,"
                        
                            已完结                    ",同人|永远的7日之都,2018-08-19 00:04,http://www.linovel.net/book/105335.html,6791
鳗鱼饭,"他们的故事，从未有如此清晰地展现在我的眼前。
我能够感受到，他们奉之无上的忠诚，感受到流淌于他们血液中的骑士精神，感受到他们如火的热忱，他们绝对虔诚的信仰，还有令人绝望的，他们被诅咒封印的命运。
人们永远无法对某些极端的事物做出正确的评价，是绝对的忠诚，还是可笑的愚忠？无从知晓。与世人背道而驰，也是一种极端。但这种极端，往往左右着无数人的命运。
反动，阴谋与背叛，这一切如果是命运既定的主角所为，那么他将会翻开一页历史新的篇章。人们会欢呼雀跃，奔走相告，人们会热爱她，拥戴她，而不会记得，也许曾经存在过的，她们所作所为中不堪的一面。
命运，早已有所安排。",降临,<1万,4,2018-08-18 23:24,"
                        
                            连载中                    ",战斗|异界|悬疑,2018-08-19 00:45,http://www.linovel.net/book/105334.html,2225
uineyaid,"永远的7日之都，幽桐支线。
当一心想做个好人的幽桐遇见了两难的选择，他到底会如何决定呢？
毕竟有时候，宽容一些人就会伤害另外一些人或自己，然而他们又的确令人心疼。",圣人与愚者,1.4万,15,2018-08-14 00:03,"
                        
                            已完结                    ",幻想|永远的7日之都,2018-08-19 02:35,http://www.linovel.net/book/105239.html,1.2万
裁之神判,"你是最强勇者，你就可以主宰一切，强大就是正义，力量使人臣服
你问为什么？这要多谢神给予我们的信仰，让我们拥有力量，让首个人类的国家，更加繁荣昌盛，勇者做的都是对的
（不定期更新）",传承勇者,<1万,8,2018-08-13 19:06,"
                        
                            连载中                    ",幻想|异界|治愈|2018轻之文库创想物语大赏1st,2018-08-19 07:55,http://www.linovel.net/book/105231.html,6847
欧尼酱我喜欢你啊,"永无止境的轮回，一次又一次的分离，明知是深渊也不回头，这个世界我谁都可以不要...唯独你，我只想...再一次遇见你，这一次，我不要再离开你。


                                                           ——晏华",暗潮,1万,7,2018-08-07 00:33,"
                        
                            连载中                    ",战斗|恋爱|同人|永远的7日之都,2018-08-19 08:07,http://www.linovel.net/book/105039.html,7392
进击的阿尼妹,故事简介，比企谷八幡已经大一，在东京某私立大学，就读。是个长期的坑。于是他们的青春依旧错了下去，所谓的“真物”到底在哪里呢？,春物大学篇,29.2万,232,2017-11-23 11:53,"
                        
                            连载中                    ",恋爱|校园|同人,2018-08-19 11:15,http://www.linovel.net/book/103303.html,23.8万
HineX,"少年海姆在失忆的迷茫中醒来，竟被照顾他的少女告知世界将被神明的魔法阵毁灭的消息。这位名叫西芙琳的天才少女告诉他，只有他——传说中的勇者和她协力，才能破解散布于世的魔法阵拯救世界。
海姆将信将疑，但拦在面前的教会、击败与传说分毫不差的魔法巨狼……如此种种都告诉他事情似乎确实如此；唯一奇怪的是，有时协助他破解魔法阵的不是西芙琳，而是同样对他心怀爱慕的女仆艾琳。但不管怎么说，三人就此踏上了拯救世界，又偶尔为争功勾心斗角的旅途，可是于此同时，传说的奇怪变种、微妙的偏差也接连出现，直到一位自称海姆至亲的少女挡在他们面前……关于这些传说的真相，似乎没有那么简单。
",ReStart.神纪编年史,80万,379,2017-09-22 16:00,"
                        
                            连载中                    ",幻想|战斗|恋爱|第二回新人赏  长篇组,2018-08-19 14:18,http://www.linovel.net/book/102933.html,23.3万
木林森林木,"在探究异世界的道路上，指挥使始终是重要的一员。
“如果你要揭开这个世界的面具。”
“如果你不惧怕现实。”
“跟我来。”
——
这是一条与晏华一同探索黑门的道路。他乐于解开世界的谜团，那么你呢？
——
注意：
△剧本格式
△未玩游戏者可能造成理解上的困难。
△“△”这个符号被我用在旁白、环境描述，甚至主角的心理描写。请不要过度追究。
主角：晏华
           指挥使（男女无差）
配角：具体见文，这里不剧透。",光影的交错（晏华支线）,1.4万,12,2018-08-08 00:29,"
                        
                            连载中                    ",异界|超能力|同人|永远的7日之都,2018-08-19 15:02,http://www.linovel.net/book/105068.html,7624
我不是章鱼哥,"（神奇QQ群：865431988）
高中，是一个值得怀念的时刻，可是又有多少人会那样想呢？
林总是感觉这日复一日的生活十分的无聊，可是谁的高中生活又不无聊呢？
就这样自认为无聊的高中生活就这样展开了！",我的高中生活难道不无聊？,6.8万,74,2018-07-17 16:24,"
                        
                            连载中                    ",恋爱|日常|校园,2018-08-19 15:11,http://www.linovel.net/book/104681.html,9.5万
旧辰xiao,"一念生一念死，一念恨一念爱。堕入凡尘，万劫不复，安能翛然，唯有惜命……
惜儿这一生，活着是她的信仰，怎想，一身青衣，一身白衣，拽她一遭红尘
江翛这一生，活成了两个人，他不在乎，高傲冷漠如他，邪魅温柔如他，她喜欢便好
那年江南杨柳依依，谁伤了谁的身，谁毁了谁的心！
开始吧 。这是一个需要纸巾的故事……
",惜青阁之翛红尘,4.7万,24,2018-07-28 14:24,"
                        
                            连载中                    ",幻想|恋爱|治愈,2018-08-19 21:08,http://www.linovel.net/book/104871.html,1.9万
Frost,2060年，人工智能彻底将机械推向了人类的对立面。此时此刻，人类终于意识到了自己将要面对的敌人是没有情感的冰冷钢铁。 在经历一次次屠杀后，世界人口大幅度下降。为了人类的未来，存活下来的人们自发的组成了联盟，充分利用手中掌握的科技，打造出了一支特殊行动部队……  但……这真的能够挽救人类即将走向终焉的命运吗？  ,明日：孤独者的仰望,<1万,2,2018-08-15 17:18,"
                        
                            连载中                    ",幻想|战斗|科幻,2018-08-19 21:08,http://www.linovel.net/book/105278.html,1.3万
Arvin.Cao,早桥放学后去地铁站准备趁地铁回家，正在买票时猛的发现自己带的两个硬币中有一个竟是一角的。早桥家离学校十万八千里，走回去是不可能的。就在快要哭出来时，一个带着十字架戒指的男生帮她投下了两个硬币。就在早桥反应过来准备道谢时，却发现自己找不到这个戴着十字架戒指的男生。过了几天，早桥意外地在食堂过道上捡到一枚刻上十字架的戒指……,以戒指为起点,3.6万,21,2018-03-08 08:31,"
                        
                            连载中                    ",恋爱|校园|治愈|3月征文,2018-08-19 21:20,http://www.linovel.net/book/103827.html,1.7万
木下小楠,当西红柿遇上了鸡蛋，当青椒撞见了牛肉，当米粒与清水相遇，当面粉被揉成面团…我们本来孑然一身，只是在合适的时候，遇见了合适的人。世间所有的相遇，都值得好好去珍惜。,魔女×宵夜,<1万,0,2018-07-20 22:53,"
                        
                            连载中                    ",异界|日常|治愈,2018-08-19 21:28,http://www.linovel.net/book/104706.html,1303
元气克星花阳,故事线落在无音子来到萌望精品店工作之前高中日常生活，在战争消逝之时，在记忆开启之前……睡前小故事1000字一章（根据无音子在决裂章节之后的记忆重铸，本故事追随到无音子的过去，去到一个没有美sha美bi的“光明”世界，以摩卡灵和蓝山理为主角的分支故事，什么？为什么无音子不是主角？无音子是谁啊？不认识）…………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………个人会努力画成漫画的,萌望精品店·今天的你是谁？,10万,74,2018-07-05 23:02,"
                        
                            连载中                    ",日常|校园|百合,2018-08-19 21:45,http://www.linovel.net/book/104609.html,4.1万
KAI,"距世界的再构建已经过了十年，从曾经世界第一的大国中流离失所的人们寻找着传说位于大陆西北方的“乐园”。但不同的人所知晓的“那个乐园”的名字却各不相同，“极乐净土”、“黄金国”、“北方乐土”、“隐里”、“亚尔夫海姆”、“桃花源”……或是“乌托邦”。
而与之相反，不说谎的欺诈师与乐园中的少女相遇，选择了将“七个乐园”全数毁灭的道路，一切正从这里开始……",黑匣子与永动机,2.6万,26,2018-08-12 15:41,"
                        
                            连载中                    ",战斗|超能力|悬疑|2018轻之文库创想物语大赏1st,2018-08-19 21:46,http://www.linovel.net/book/105202.html,3.7万
暖阳长青,"钟函谷×阿岚
从阿岚支线被萌到\(//∇//)\
忍不住开了个同人
最后会怎样作者也不知道因为目前只想了个开头哇～
",（钟岚）和我走，如何？,1.7万,7,2018-08-17 21:43,"
                        
                            连载中                    ",幻想|恋爱|妖怪|永远的7日之都,2018-08-17 23:22,http://www.linovel.net/book/105321.html,1658
水银人偶,"由杏一时兴起创立悠哉悠哉社，同时将自己的两位从小玩到大的好友拉入其中。
每天聚集在社团教室里无所事事、没事找事。
故事就是发生在这样一所高校社团里。",悠哉悠哉社,1.8万,15,2018-08-16 02:06,"
                        
                            连载中                    ",搞笑|日常|2018轻之文库创想物语大赏1st,2018-08-17 23:44,http://www.linovel.net/book/105296.html,8089
S菌蘑人,"    因为连续加班七天而过劳死的金某人，因为被本地的土地神怜悯，而得到了一张异界转生的体验券……
    “因为看你可怜，我可以给你在异世界再来一次的机会，并答应你一个愿望！”
    “如果可以的话！我要在那个世界最强者的庇护下，一辈子都不用工作！！！“
    金某人成功成为了异世界最强勇者的女儿，只可惜那张转生券只是体验版…………
    可怜的主人公在异世界的欢乐人生就要开始了！！！
    新人，欢迎交流，(●'◡'●)因为插图也要自己画，更新可能会慢些……",勇者千金不想工作！！！,308.5万,2597,2017-07-22 22:12,"
                        
                            连载中                    ",异界|搞笑|百合|第二回新人赏  长篇组,2018-08-17 23:50,http://www.linovel.net/book/102511.html,119.8万
jiamiansan,"梦想中的毕业旅行马上就要就要成真啦！
但是为什么？为什么突然就穿越了！？
没有属性框
没有超能力
连个作弊器都没有
别人打架都是一刀流，而我只能猥琐流！？
脚踏实地的异世界冒险开始了！
",平凡人要怎么在异界活下去？！,1.6万,15,2018-08-16 04:44,"
                        
                            连载中                    ",战斗|异界|搞笑,2018-08-18 09:23,http://www.linovel.net/book/105298.html,6279
月下狼人,"在王城中现在正流传着这样一个传说──魔歼

之所以会叫做魔歼，是因为大家都认为他是一位能够将魔族尽数消灭，推翻这个被魔族所统治的政权的救世主。

然而实际上，他既不是英雄、也不是救世主......单纯就只是一个杀人犯罢了，甚至是一个被王城追捕缉拿的头号通缉犯。

其真身甚至不是这个世界的人，而是来自地球这个异世界的穿越者，他的名字叫做─黎雨泽。

这本书所要讲述的，就是由这个男人在异世界中所发生的故事所编织而成的传说。",如果能重来，你会怎么选择?,19.3万,168,2018-07-26 15:37,"
                        
                            连载中                    ",幻想|异界|后宫|2018轻之文库创想物语大赏1st,2018-08-18 12:19,http://www.linovel.net/book/104840.html,12.3万
char_z,一些关于永远的七日之都的黄昏的祈祷者结局的后续,黄昏的祈祷者,<1万,2,2018-08-18 12:56,"
                        
                            连载中                    ",幻想|战斗|永远的7日之都,2018-08-18 14:05,http://www.linovel.net/book/105327.html,2162
林一羊,"“你并非孤身一人。”
钟鹤在一次家庭聚会中偶然认识的少女白洛铃，因为独特而徘徊于群体之外。
犹如本该处于两个不同轨道的行星终于在这个节点上相遇，钟鹤才发现自己的心不知何时已然沦陷。
想要了解你的一切，想要不顾一切地去相信你。
这是一个关于救赎的故事。",你的夏天还会很漫长,2.3万,21,2018-08-16 14:19,"
                        
                            连载中                    ",恋爱|校园|治愈,2018-08-18 14:44,http://www.linovel.net/book/105301.html,9317
那时深秋,在末日中的幸存者，将与他再次接下羁绊，零碎的记忆如同她的身体一般凌乱……,记忆裂痕,1.8万,10,2018-08-06 15:55,"
                        
                            连载中                    ",恋爱|同人|永远的7日之都,2018-08-18 17:16,http://www.linovel.net/book/105018.html,1万
那时深秋,"无法触碰光的黑暗之子，于杀戮和守护挣扎中的卑微情感。
神明啊，有影必有光，你不要妄想剥夺任何生命的所有权！",光影交织,<1万,1,2018-08-15 22:36,"
                        
                            连载中                    ",幻想|异界|同人|永远的7日之都,2018-08-18 17:39,http://www.linovel.net/book/105290.html,858
休米,大家都会提醒我奥露西娅的事，她的心中，究竟在想什么。每个靠近她的人都想成为那个拯救她的人，我真的可以吗？,何时你才能正视我的心,<1万,3,2018-08-15 19:28,"
                        
                            已完结                    ",幻想|恋爱|永远的7日之都,2018-08-18 18:24,http://www.linovel.net/book/105285.html,8062
森下风太,"承袭久远之流转，历经寒潮之巨变。
凶兽沉眠于洪荒，流血斗争，战事不断，大陆终以现今之风貌呈现。
延续千年之血脉，凭依道法之气力。
变幻符文，吟唱咒语，他们，被世人赋予同样的称呼——「道法师」。
而今，在那西南方的偏僻小城，少年叶浦自幼寄宿林家，与林家二少爷相伴长大。瘦小懦弱，平凡至此，人生所谓的无限意义究竟为何？
只要不停询问，终能看到答案。相信自己声音，迈步向前即可。
命运时轮开始交错，由四位少年少女所谱写的弦乐四重奏随即响起——",森罗道法,26.5万,266,2017-07-13 15:58,"
                        
                            连载中                    ",幻想|战斗|恋爱|第二回新人赏  长篇组,2018-08-18 19:29,http://www.linovel.net/book/102425.html,14.5万
记忆阡陌,拥有死神之翼赛哈姆与希罗又有什么关系？在这个聚集着黑门与怪物的交界都市里，又会产生什么样的羁绊呢？,死神之翼,1.4万,12,2018-08-08 18:32,"
                        
                            连载中                    ",异界|治愈|永远的7日之都,2018-08-18 20:24,http://www.linovel.net/book/105083.html,4132
松花,"封闭的小镇内少女们逃出生天的故事








P.S.(正式介绍制作中,请不要在意怪怪的封面)",白檀,2.4万,37,2018-08-04 20:24,"
                        
                            连载中                    ",战斗|超能力|2018轻之文库创想物语大赏1st,2018-08-18 21:37,http://www.linovel.net/book/104983.html,4.1万
南宫宇恒,"万能的许愿机—圣杯，有它在的地方就必定会引发战争。
龙之魔女、神秘学家、湖上骑士、年幼的英雄王......
回应召唤现界的Servant与各自背负着不同命运的Master并肩作战。
“无意义的理想,迟早会在现实面前崩溃。”
而这，就是关于他们的物语。",Fate-现实颠覆,7.6万,60,2018-05-01 10:20,"
                        
                            连载中                    ",幻想|战斗|同人,2018-08-18 22:28,http://www.linovel.net/book/104242.html,2.9万
安纪,"季诚：“我会叫客栈的伙计上来铺张小床给小霏睡。”
郭霏：“季伯伯，我不睡小床，我要和我哥一起睡。”
郭彦：“？？？？？”
郭彦带着他的萌小妹郭霏，跟着茶商季诚从潞州去往江陵。
这一路上，究竟会发生什么有趣的事呢？
——————
作者的话：我写不快，没办法，更新肯定会有点慢……
不过，再慢也不会坑的，放心追～by安纪
",龙鸦I华灯初上,10.6万,82,2018-07-20 18:07,"
                        
                            连载中                    ",战斗|搞笑|日常,2018-08-18 22:30,http://www.linovel.net/book/104701.html,4.3万
sherman,"每段时光都有一篇剧情。
每个人都有心中的柔软。
当青春的旋律沁春，
当毕业的铃声敲响。
你是否会想起曾经的那个人？
谨以此文纪念我所热爱的，
初级中学的一切。
这是，
郑楚与张依一，
与中学初三级同学，
路短情长的故事。
",半学期苦短，前进吧少年！,<1万,7,2018-08-03 15:55,"
                        
                            连载中                    ",恋爱|日常|校园|2018轻之文库创想物语大赏1st,2018-08-18 22:36,http://www.linovel.net/book/104959.html,7161
虚空の回声,某个小小的县公安局里，有一个奇特的专案组—猎奇专案组，这个奇特的专案组只有一个人，那是在这个小县里出了名的恶警—夏鸣渊。这个人偏激、暴躁、缺乏耐心，甚至经常和百姓同事发生各种形式摩擦，简直没有一点人民警察与公仆的形象。可是这个人一直以来都是一个好人，只是他本人，可能忘却了......,未曾忘却,1.3万,7,2018-08-16 19:57,"
                        
                            连载中                    ",治愈|悬疑|2018轻之文库创想物语大赏1st,2018-08-16 20:03,http://www.linovel.net/book/105304.html,1.5万
书中人,"  铜色的弹壳如雨而至，天空不再蔚蓝，大地不再安宁，国境线上满是敌人的身影。
  蒸汽驱动的列车满载士兵赶赴前线，将人命填入那漆黑的战火深渊之中。
  他们是工人，是农夫，是驾驶员，或是一无所有之人，在踏上列车的那一刻，他们便拥有了同样的身份。
  
  “我会回来的，姐姐，等着我。”
  
   许下的约定，翻滚的硝烟，少年的双腿踏上了满是弹壳的未来。
",弹壳之路,41.8万,483,2018-07-22 16:46,"
                        
                            连载中                    ",幻想|战斗|异界|2018轻之文库创想物语大赏1st,2018-08-16 20:59,http://www.linovel.net/book/104770.html,3.6万
马九一,极光之夜，神秘的访客，是过去发生了什么，还是未来出现了什么变故。被打破平衡的城市，突然出现的怪物，到底是真是假？迷雾之中，又是谁的眼睛在注视着这一切？,非游之戏,6万,54,2018-07-03 22:03,"
                        
                            连载中                    ",幻想|战斗|超能力,2018-08-16 23:26,http://www.linovel.net/book/104592.html,3.5万
红茶配果酱,一个古老的国家，一个混乱的时代，是抗争还是臣服？是勇往直前还是逡巡止步？然而历史的洪流从不考虑你我的选择，时代的涡流裹挟每一个人，无论愿意与否，当时光散尽一切逝去，所有的荡气回肠，所有的低贱卑劣都将成为那个时代的印记，那永恒的记忆。,无言之砂,<1万,3,2018-08-06 23:50,"
                        
                            连载中                    ",幻想|异界,2018-08-16 23:47,http://www.linovel.net/book/105038.html,2465
茅野芽衣子,"一千年前，人类因为面临灭绝危机，各国一起挑选了几千名优秀的少年少女冻结起来，延续人类的未来。
作为人类冻结计划醒来的第一个人，少女Extra在冻结设施中恢复记忆的时候遇到了系统故障，仅仅取回来有关生活常识的记忆和与另一个少女Zip生活的回忆。
于是她只身踏上了前往“圣所”的道路，在她孤独的旅程中，关于冻结计划和消失的人类的各种秘密也慢慢揭开。",AFTER FROZEN 冻结之末,1.1万,10,2018-08-14 03:47,"
                        
                            连载中                    ",日常|科幻|百合|2018轻之文库创想物语大赏1st,2018-08-16 23:58,http://www.linovel.net/book/105243.html,8661
长川巡文,"有感而发，随手写的一个小短篇。果然我还是更适合写这种人物关系与情节简单一些的故事。

以后会不时在这里更新自己作为练笔所写的短篇小说。",会剪接记忆的少女,4.7万,39,2018-01-22 08:03,"
                        
                            连载中                    ",幻想|校园|治愈,2018-08-17 00:02,http://www.linovel.net/book/103635.html,1.9万
阎萝丸,"——仰视着这高贵又污浊的废弃都市。
将这大都市中的爱和哀浓烈的揉合缠绕
被那般压榨的是再次吐出口来的
平淡无奇的话语划破静寂
照来的闪光使原本的风景炫目明亮
至今为止的混杂现象已化作刀锋
为了自我防御将独占欲淫糜的溶化
散出火花的发条将人们驱动
被像指标萤火虫一般的街灯
所弓|诱来的月光列车
在无法想像的盛开的街道
巡回往复的感情都变得沈重
将这大都市中的爱和哀浓烈的揉合缠绕
同我挥舞的那利刃完全一样
就这样连爱也一无所知地继续生存下去吧",Conniption人间溺亡,18.5万,144,2018-06-03 09:19,"
                        
                            连载中                    ",战斗|超能力,2018-08-17 01:25,http://www.linovel.net/book/104407.html,2.9万
